patronID,orderID,arrivalTime,burstTime,priority,serviceStartTime,completionTime,responseTime,waitingTime,turnaroundTime,queueLevel
0,0,359,25,1,361,388,2,2,29,-1
0,1,541,25,1,541,567,0,0,26,-1
1,2,577,25,2,577,603,0,0,26,-1
0,3,668,200,1,668,870,0,0,202,-1
1,4,707,20,2,870,892,163,163,185,-1
0,6,882,25,1,892,919,10,10,37,-1
1,7,896,60,2,920,981,24,24,85,-1
2,5,776,70,3,982,1052,206,206,276,-1
0,8,1071,25,1,1071,1097,0,0,26,-1
1,9,1092,60,2,1097,1159,5,5,67,-1
2,10,1205,25,3,1205,1231,0,0,26,-1
0,11,1248,25,1,1248,1274,0,0,26,-1
1,12,1271,40,2,1274,1315,3,3,44,-1
2,13,1332,75,3,1332,1408,0,0,76,-1
1,14,1426,75,2,1426,1502,0,0,76,-1
2,15,1519,25,3,1519,1546,0,0,27,-1
1,16,1584,40,2,1584,1625,0,0,41,-1
3,17,1716,20,4,1716,1736,0,0,20,-1
1,18,1736,100,2,1737,1839,1,1,103,-1
3,19,1741,200,4,1839,2040,98,98,299,-1
3,20,2052,25,4,2052,2078,0,0,26,-1
3,21,2229,100,4,2229,2331,0,0,102,-1
4,22,2424,75,5,2425,2501,1,1,77,-1
3,23,2453,25,4,2502,2528,49,49,75,-1
4,24,2582,60,5,2582,2643,0,0,61,-1
3,25,2629,40,4,2643,2684,14,14,55,-1
3,26,2796,70,4,2796,2868,0,0,72,-1
5,27,3029,100,6,3029,3131,0,0,102,-1
6,28,3205,50,7,3205,3257,0,0,52,-1
5,29,3252,40,6,3257,3299,5,5,47,-1
6,30,3358,70,7,3358,3431,0,0,73,-1
7,31,3381,40,8,3431,3473,50,50,92,-1
6,32,3583,25,7,3583,3610,0,0,27,-1
7,33,3584,25,8,3610,3636,26,26,52,-1
8,34,3715,25,9,3715,3741,0,0,26,-1
6,35,3761,25,7,3761,3787,0,0,26,-1
7,36,3788,75,8,3788,3864,0,0,76,-1
8,37,3843,100,9,3864,3966,21,21,123,-1
6,38,3889,100,7,3966,4068,77,77,179,-1
9,39,4234,65,10,4234,4301,0,0,67,-1
9,40,4358,200,10,4358,4563,0,0,205,-1
9,41,4580,70,10,4580,4655,0,0,75,-1
